Sample 1	Sample 1	Sample 2	Sample 2	Sample 3	Sample 3	Sample 4	Sample 4	Sample 5	Sample 5	Sample 6	Sample 6	Sample 7	Sample 7
663.2	14250	0	0	0	0	0	0	0	0	0	0	0	0
663.3	14100	0	0	0	0	0	0	0	0	0	0	0	0
663.4	14200	0	0	0	0	0	0	0	0	0	0	0	0
663.5	13490	0	0	0	0	0	0	0	0	0	0	0	0
663.6	13320	0	0	0	0	0	0	0	0	0	0	0	0
663.7	12790	0	0	0	0	0	0	0	0	0	0	0	0
663.8	12770	0	0	0	0	0	0	0	0	0	0	0	0
663.9	12910	0	0	0	0	0	0	0	0	0	0	0	0
664	12390	0	0	0	0	0	0	0	0	0	0	0	0
664.1	12370	0	0	0	0	0	0	0	0	0	0	0	0
664.2	11960	0	0	0	0	0	0	0	0	0	0	0	0
664.3	12950	0	0	0	0	0	0	0	0	0	0	0	0
664.4	11480	0	0	0	0	0	0	0	0	0	0	0	0
664.5	11630	0	0	0	0	0	0	0	0	0	0	0	0
664.6	11810	0	0	0	0	0	0	0	0	0	0	0	0
664.7	10970	0	0	0	0	0	0	0	0	0	0	0	0
664.8	11680	0	0	0	0	0	0	0	0	0	0	0	0
664.9	12200	0	0	0	0	0	0	0	0	0	0	0	0
665	11760	0	0	0	0	0	0	0	0	0	0	0	0
665.1	11560	0	0	0	0	0	0	0	0	0	0	0	0
665.2	12060	0	0	0	0	0	0	0	0	0	0	0	0
665.3	11590	0	0	0	0	0	0	0	0	0	0	0	0
665.4	11780	0	0	0	0	0	0	0	0	0	0	0	0
665.5	11950	0	0	0	0	0	0	0	0	0	0	0	0
665.6	11490	0	0	0	0	0	0	0	0	0	0	0	0
665.7	11860	0	0	0	0	0	0	0	0	0	0	0	0
665.8	11990	0	0	0	0	0	0	0	0	0	0	0	0
665.9	10860	0	0	0	0	0	0	0	0	0	0	0	0
666	10940	0	0	0	0	0	0	0	0	0	0	0	0
666.1	11340	0	0	0	0	0	0	0	0	0	0	0	0
666.2	11110	0	0	0	0	0	0	0	0	0	0	0	0
666.3	11260	0	0	0	0	0	0	0	0	0	0	0	0
666.4	11180	0	0	0	0	0	0	0	0	0	0	0	0
666.5	11600	0	0	0	0	0	0	0	0	0	0	0	0
666.6	11070	0	0	0	0	0	0	0	0	0	0	0	0
666.7	10500	0	0	0	0	0	0	0	0	0	0	0	0
666.8	10460	0	0	0	0	0	0	0	0	0	0	0	0
666.9	11180	0	0	0	0	0	0	0	0	0	0	0	0
667	10960	0	0	0	0	0	0	0	0	0	0	0	0
667.1	10520	0	0	0	0	0	0	0	0	0	0	0	0
667.2	10480	0	0	0	0	0	0	0	0	0	0	0	0
667.3	10280	0	0	0	0	0	0	0	0	0	0	0	0
667.4	10010	0	0	0	0	0	0	0	0	0	0	0	0
667.5	10570	0	0	0	0	0	0	0	0	0	0	0	0
667.6	10250	0	0	0	0	0	0	0	0	0	0	0	0
667.7	10190	0	0	0	0	0	0	0	0	0	0	0	0
667.8	10240	0	0	0	0	0	0	0	0	0	0	0	0
667.9	9450	0	0	0	0	0	0	0	0	0	0	0	0
668	9410	0	0	0	0	0	0	0	0	0	0	0	0
668.1	9820	0	0	0	0	0	0	0	0	0	0	0	0
668.2	9630	0	0	0	0	0	0	0	0	0	0	0	0
668.3	9870	0	0	0	0	0	0	0	0	0	0	0	0
668.4	10530	0	0	0	0	0	0	0	0	0	0	0	0
668.5	9330	0	0	0	0	0	0	0	0	0	0	0	0
668.6	9940	0	0	0	0	0	0	0	0	0	0	0	0
668.7	9950	0	0	0	0	0	0	0	0	0	0	0	0
668.8	10270	0	0	0	0	0	0	0	0	0	0	0	0
668.9	9120	0	0	0	0	0	0	0	0	0	0	0	0
669	10220	0	0	0	0	0	0	0	0	0	0	0	0
669.1	10030	0	0	0	0	0	0	0	0	0	0	0	0
669.2	9870	0	0	0	0	0	0	0	0	0	0	0	0
669.3	9860	0	0	0	0	0	0	0	0	0	0	0	0
669.4	9450	0	0	0	0	0	0	0	0	0	0	0	0
669.5	9410	0	0	0	0	0	0	0	0	0	0	0	0
669.6	9850	0	0	0	0	0	0	0	0	0	0	0	0
669.7	9370	0	0	0	0	0	0	0	0	0	0	0	0
669.8	9870	0	0	0	0	0	0	0	0	0	0	0	0
669.9	9110	0	0	0	0	0	0	0	0	0	0	0	0
670	9420	0	0	0	0	0	0	0	0	0	0	0	0
670.1	9650	0	0	0	0	0	0	0	0	0	0	0	0
670.2	9910	0	0	0	0	0	0	0	0	0	0	0	0
670.3	9310	0	0	0	0	0	0	0	0	0	0	0	0
670.4	9680	0	0	0	0	0	0	0	0	0	0	0	0
670.5	8780	0	0	0	0	0	0	0	0	0	0	0	0
670.6	9550	0	0	0	0	0	0	0	0	0	0	0	0
670.7	9690	0	0	0	0	0	0	0	0	0	0	0	0
670.8	9180	0	0	0	0	0	0	0	0	0	0	0	0
670.9	9580	0	0	0	0	0	0	0	0	0	0	0	0
671	9840	0	0	0	0	0	0	0	0	0	0	0	0
671.1	8880	0	0	0	0	0	0	0	0	0	0	0	0
671.2	9080	0	0	0	0	0	0	0	0	0	0	0	0
671.3	9920	0	0	0	0	0	0	0	0	0	0	0	0
671.4	9490	0	0	0	0	0	0	0	0	0	0	0	0
671.5	9760	0	0	0	0	0	0	0	0	0	0	0	0
671.6	9710	0	0	0	0	0	0	0	0	0	0	0	0
671.7	9750	0	0	0	0	0	0	0	0	0	0	0	0
671.8	9420	0	0	0	0	0	0	0	0	0	0	0	0
671.9	9710	0	0	0	0	0	0	0	0	0	0	0	0
672	9770	0	0	0	0	0	0	0	0	0	0	0	0
672.1	10100	0	0	0	0	0	0	0	0	0	0	0	0
672.2	9340	0	0	0	0	0	0	0	0	0	0	0	0
672.3	9880	0	0	0	0	0	0	0	0	0	0	0	0
672.4	9930	0	0	0	0	0	0	0	0	0	0	0	0
672.5	9490	0	0	0	0	0	0	0	0	0	0	0	0
672.6	9870	0	0	0	0	0	0	0	0	0	0	0	0
672.7	9370	0	0	0	0	0	0	0	0	0	0	0	0
672.8	9940	0	0	0	0	0	0	0	0	0	0	0	0
672.9	9770	0	0	0	0	0	0	0	0	0	0	0	0
673	9640	0	0	0	0	0	0	0	0	0	0	0	0
673.1	9470	0	0	0	0	0	0	0	0	0	0	0	0
673.2	10280	0	0	0	0	0	0	0	0	0	0	0	0
673.3	10100	0	0	0	0	0	0	0	0	0	0	0	0
673.4	9700	0	0	0	0	0	0	0	0	0	0	0	0
673.5	10040	0	0	0	0	0	0	0	0	0	0	0	0
673.6	10530	0	0	0	0	0	0	0	0	0	0	0	0
673.7	9990	0	0	0	0	0	0	0	0	0	0	0	0
673.8	9230	0	0	0	0	0	0	0	0	0	0	0	0
673.9	9850	0	0	0	0	0	0	0	0	0	0	0	0
674	9840	0	0	0	0	0	0	0	0	0	0	0	0
674.1	9580	0	0	0	0	0	0	0	0	0	0	0	0
674.2	9740	0	0	0	0	0	0	0	0	0	0	0	0
674.3	9610	0	0	0	0	0	0	0	0	0	0	0	0
674.4	10430	0	0	0	0	0	0	0	0	0	0	0	0
674.5	9370	0	0	0	0	0	0	0	0	0	0	0	0
674.6	9060	0	0	0	0	0	0	0	0	0	0	0	0
674.7	9800	0	0	0	0	0	0	0	0	0	0	0	0
674.8	9540	0	0	0	0	0	0	0	0	0	0	0	0
674.9	9750	0	0	0	0	0	0	0	0	0	0	0	0
675	9870	0	0	0	0	0	0	0	0	0	0	0	0
675.1	9060	0	0	0	0	0	0	0	0	0	0	0	0
675.2	8900	0	0	0	0	0	0	0	0	0	0	0	0
675.3	9500	0	0	0	0	0	0	0	0	0	0	0	0
675.4	9350	0	0	0	0	0	0	0	0	0	0	0	0
675.5	9730	0	0	0	0	0	0	0	0	0	0	0	0
675.6	9290	0	0	0	0	0	0	0	0	0	0	0	0
675.7	9330	0	0	0	0	0	0	0	0	0	0	0	0
675.8	9900	0	0	0	0	0	0	0	0	0	0	0	0
675.9	9590	0	0	0	0	0	0	0	0	0	0	0	0
676	9160	0	0	0	0	0	0	0	0	0	0	0	0
676.1	9790	0	0	0	0	0	0	0	0	0	0	0	0
676.2	9620	0	0	0	0	0	0	0	0	0	0	0	0
676.3	8290	0	0	0	0	0	0	0	0	0	0	0	0
676.4	9420	0	0	0	0	0	0	0	0	0	0	0	0
676.5	8510	0	0	0	0	0	0	0	0	0	0	0	0
676.6	9360	0	0	0	0	0	0	0	0	0	0	0	0
676.7	8850	0	0	0	0	0	0	0	0	0	0	0	0
676.8	9070	0	0	0	0	0	0	0	0	0	0	0	0
676.9	9200	0	0	0	0	0	0	0	0	0	0	0	0
677	9010	0	0	0	0	0	0	0	0	0	0	0	0
677.1	9010	0	0	0	0	0	0	0	0	0	0	0	0
677.2	9010	0	0	0	0	0	0	0	0	0	0	0	0
677.3	9020	0	0	0	0	0	0	0	0	0	0	0	0
677.4	9120	0	0	0	0	0	0	0	0	0	0	0	0
677.5	9250	0	0	0	0	0	0	0	0	0	0	0	0
677.6	8610	0	0	0	0	0	0	0	0	0	0	0	0
677.7	8370	0	0	0	0	0	0	0	0	0	0	0	0
677.8	9080	0	0	0	0	0	0	0	0	0	0	0	0
677.9	9340	0	0	0	0	0	0	0	0	0	0	0	0
678	9890	0	0	0	0	0	0	0	0	0	0	0	0
678.1	9180	0	0	0	0	0	0	0	0	0	0	0	0
678.2	9330	0	0	0	0	0	0	0	0	0	0	0	0
678.3	8920	0	0	0	0	0	0	0	0	0	0	0	0
678.4	9150	0	0	0	0	0	0	0	0	0	0	0	0
678.5	9430	0	0	0	0	0	0	0	0	0	0	0	0
678.6	9380	0	0	0	0	0	0	0	0	0	0	0	0
678.7	9300	0	0	0	0	0	0	0	0	0	0	0	0
678.8	10160	0	0	0	0	0	0	0	0	0	0	0	0
678.9	9790	0	0	0	0	0	0	0	0	0	0	0	0
679	9940	0	0	0	0	0	0	0	0	0	0	0	0
679.1	10970	0	0	0	0	0	0	0	0	0	0	0	0
679.2	10530	0	0	0	0	0	0	0	0	0	0	0	0
679.3	11370	0	0	0	0	0	0	0	0	0	0	0	0
679.4	11020	0	0	0	0	0	0	0	0	0	0	0	0
679.5	11140	0	0	0	0	0	0	0	0	0	0	0	0
679.6	10930	0	0	0	0	0	0	0	0	0	0	0	0
679.7	10460	0	0	0	0	0	0	0	0	0	0	0	0
679.8	10190	0	0	0	0	0	0	0	0	0	0	0	0
679.9	10630	0	0	0	0	0	0	0	0	0	0	0	0
680	11250	0	0	0	0	0	0	0	0	0	0	0	0
680.1	10070	0	0	0	0	0	0	0	0	0	0	0	0
680.2	10920	0	0	0	0	0	0	0	0	0	0	0	0
680.3	10570	0	0	0	0	0	0	0	0	0	0	0	0
680.4	9630	0	0	0	0	0	0	0	0	0	0	0	0
680.5	9970	0	0	0	0	0	0	0	0	0	0	0	0
680.6	10300	0	0	0	0	0	0	0	0	0	0	0	0
680.7	9620	0	0	0	0	0	0	0	0	0	0	0	0
680.8	10010	0	0	0	0	0	0	0	0	0	0	0	0
680.9	9710	0	0	0	0	0	0	0	0	0	0	0	0
681	9720	0	0	0	0	0	0	0	0	0	0	0	0
681.1	10220	0	0	0	0	0	0	0	0	0	0	0	0
681.2	9830	0	0	0	0	0	0	0	0	0	0	0	0
681.3	9300	0	0	0	0	0	0	0	0	0	0	0	0
681.4	9690	0	0	0	0	0	0	0	0	0	0	0	0
681.5	9360	0	0	0	0	0	0	0	0	0	0	0	0
681.6	9370	0	0	0	0	0	0	0	0	0	0	0	0
681.7	9410	0	0	0	0	0	0	0	0	0	0	0	0
681.8	9450	0	0	0	0	0	0	0	0	0	0	0	0
681.9	9060	0	0	0	0	0	0	0	0	0	0	0	0
682	10020	0	0	0	0	0	0	0	0	0	0	0	0
682.1	8660	0	0	0	0	0	0	0	0	0	0	0	0
682.2	9730	0	0	0	0	0	0	0	0	0	0	0	0
682.3	9450	0	0	0	0	0	0	0	0	0	0	0	0
682.4	9380	0	0	0	0	0	0	0	0	0	0	0	0
682.5	9390	0	0	0	0	0	0	0	0	0	0	0	0
682.6	9460	0	0	0	0	0	0	0	0	0	0	0	0
682.7	9310	0	0	0	0	0	0	0	0	0	0	0	0
682.8	9390	0	0	0	0	0	0	0	0	0	0	0	0
682.9	9190	0	0	0	0	0	0	0	0	0	0	0	0
683	9440	0	0	0	0	0	0	0	0	0	0	0	0
683.1	9820	0	0	0	0	0	0	0	0	0	0	0	0
683.2	9710	0	0	0	0	0	0	0	0	0	0	0	0
683.3	9590	0	0	0	0	0	0	0	0	0	0	0	0
683.4	9640	0	0	0	0	0	0	0	0	0	0	0	0
683.5	9580	0	0	0	0	0	0	0	0	0	0	0	0
683.6	9180	0	0	0	0	0	0	0	0	0	0	0	0
683.7	9560	0	0	0	0	0	0	0	0	0	0	0	0
683.8	9840	0	0	0	0	0	0	0	0	0	0	0	0
683.9	10020	0	0	0	0	0	0	0	0	0	0	0	0
684	9280	0	0	0	0	0	0	0	0	0	0	0	0
684.1	9850	0	0	0	0	0	0	0	0	0	0	0	0
684.2	9370	0	0	0	0	0	0	0	0	0	0	0	0
684.3	8930	0	0	0	0	0	0	0	0	0	0	0	0
684.4	9550	0	0	0	0	0	0	0	0	0	0	0	0
684.5	9710	0	0	0	0	0	0	0	0	0	0	0	0
684.6	9280	0	0	0	0	0	0	0	0	0	0	0	0
684.7	10180	0	0	0	0	0	0	0	0	0	0	0	0
684.8	10110	0	0	0	0	0	0	0	0	0	0	0	0
684.9	9960	0	0	0	0	0	0	0	0	0	0	0	0
685	10070	0	0	0	0	0	0	0	0	0	0	0	0
685.1	10030	0	0	0	0	0	0	0	0	0	0	0	0
685.2	10240	0	0	0	0	0	0	0	0	0	0	0	0
685.3	10260	0	0	0	0	0	0	0	0	0	0	0	0
685.4	9810	0	0	0	0	0	0	0	0	0	0	0	0
685.5	10750	0	0	0	0	0	0	0	0	0	0	0	0
685.6	10950	0	0	0	0	0	0	0	0	0	0	0	0
685.7	9930	0	0	0	0	0	0	0	0	0	0	0	0
685.8	9730	0	0	0	0	0	0	0	0	0	0	0	0
685.9	9290	0	0	0	0	0	0	0	0	0	0	0	0
686	10470	0	0	0	0	0	0	0	0	0	0	0	0
686.1	10460	0	0	0	0	0	0	0	0	0	0	0	0
686.2	11130	0	0	0	0	0	0	0	0	0	0	0	0
686.3	10490	0	0	0	0	0	0	0	0	0	0	0	0
686.4	10160	0	0	0	0	0	0	0	0	0	0	0	0
686.5	9560	0	0	0	0	0	0	0	0	0	0	0	0
686.6	10390	0	0	0	0	0	0	0	0	0	0	0	0
686.7	10600	0	0	0	0	0	0	0	0	0	0	0	0
686.8	10800	0	0	0	0	0	0	0	0	0	0	0	0
686.9	11270	0	0	0	0	0	0	0	0	0	0	0	0
687	11140	0	0	0	0	0	0	0	0	0	0	0	0
687.1	11510	0	0	0	0	0	0	0	0	0	0	0	0
687.2	11180	0	0	0	0	0	0	0	0	0	0	0	0
687.3	12240	0	0	0	0	0	0	0	0	0	0	0	0
687.4	11860	0	0	0	0	0	0	0	0	0	0	0	0
687.5	11470	0	0	0	0	0	0	0	0	0	0	0	0
687.6	12500	0	0	0	0	0	0	0	0	0	0	0	0
687.7	12600	0	0	0	0	0	0	0	0	0	0	0	0
687.8	13200	0	0	0	0	0	0	0	0	0	0	0	0
687.9	12750	0	0	0	0	0	0	0	0	0	0	0	0
688	12280	0	0	0	0	0	0	0	0	0	0	0	0
688.1	13580	0	0	0	0	0	0	0	0	0	0	0	0
688.2	12940	0	0	0	0	0	0	0	0	0	0	0	0
688.3	13480	0	0	0	0	0	0	0	0	0	0	0	0
688.4	13390	0	0	0	0	0	0	0	0	0	0	0	0
688.5	13340	0	0	0	0	0	0	0	0	0	0	0	0
688.6	12650	0	0	0	0	0	0	0	0	0	0	0	0
688.7	13100	0	0	0	0	0	0	0	0	0	0	0	0
688.8	13310	0	0	0	0	0	0	0	0	0	0	0	0
688.9	13290	0	0	0	0	0	0	0	0	0	0	0	0
689	12170	0	0	0	0	0	0	0	0	0	0	0	0
689.1	12850	0	0	0	0	0	0	0	0	0	0	0	0
689.2	13220	0	0	0	0	0	0	0	0	0	0	0	0
689.3	12580	0	0	0	0	0	0	0	0	0	0	0	0
689.4	12430	0	0	0	0	0	0	0	0	0	0	0	0
689.5	12320	0	0	0	0	0	0	0	0	0	0	0	0
689.6	13170	0	0	0	0	0	0	0	0	0	0	0	0
689.7	12800	0	0	0	0	0	0	0	0	0	0	0	0
689.8	13370	0	0	0	0	0	0	0	0	0	0	0	0
689.9	12310	0	0	0	0	0	0	0	0	0	0	0	0
690	12660	0	0	0	0	0	0	0	0	0	0	0	0
690.1	12090	0	0	0	0	0	0	0	0	0	0	0	0
690.2	13080	0	0	0	0	0	0	0	0	0	0	0	0
690.3	12800	0	0	0	0	0	0	0	0	0	0	0	0
690.4	13180	0	0	0	0	0	0	0	0	0	0	0	0
690.5	13150	0	0	0	0	0	0	0	0	0	0	0	0
690.6	12630	0	0	0	0	0	0	0	0	0	0	0	0
690.7	13290	0	0	0	0	0	0	0	0	0	0	0	0
690.8	12870	0	0	0	0	0	0	0	0	0	0	0	0
690.9	13160	0	0	0	0	0	0	0	0	0	0	0	0
691	12980	0	0	0	0	0	0	0	0	0	0	0	0
691.1	12960	0	0	0	0	0	0	0	0	0	0	0	0
691.2	12980	0	0	0	0	0	0	0	0	0	0	0	0
691.3	13420	0	0	0	0	0	0	0	0	0	0	0	0
691.4	13270	0	0	0	0	0	0	0	0	0	0	0	0
691.5	14020	0	0	0	0	0	0	0	0	0	0	0	0
691.6	13900	0	0	0	0	0	0	0	0	0	0	0	0
691.7	13490	0	0	0	0	0	0	0	0	0	0	0	0
691.8	13710	0	0	0	0	0	0	0	0	0	0	0	0
691.9	13930	0	0	0	0	0	0	0	0	0	0	0	0
692	14230	0	0	0	0	0	0	0	0	0	0	0	0
692.1	15120	0	0	0	0	0	0	0	0	0	0	0	0
692.2	15050	0	0	0	0	0	0	0	0	0	0	0	0
692.3	15030	0	0	0	0	0	0	0	0	0	0	0	0
692.4	15810	0	0	0	0	0	0	0	0	0	0	0	0
692.5	15840	0	0	0	0	0	0	0	0	0	0	0	0
692.6	16940	0	0	0	0	0	0	0	0	0	0	0	0
692.7	16670	0	0	0	0	0	0	0	0	0	0	0	0
692.8	18080	0	0	0	0	0	0	0	0	0	0	0	0
692.9	19200	0	0	0	0	0	0	0	0	0	0	0	0
693	20410	0	0	0	0	0	0	0	0	0	0	0	0
693.1	21040	0	0	0	0	0	0	0	0	0	0	0	0
693.2	22880	0	0	0	0	0	0	0	0	0	0	0	0
693.3	24060	0	0	0	0	0	0	0	0	0	0	0	0
693.4	27110	0	0	0	0	0	0	0	0	0	0	0	0
693.5	30090	0	0	0	0	0	0	0	0	0	0	0	0
693.6	34600	0	0	0	0	0	0	0	0	0	0	0	0
693.7	42550	0	0	0	0	0	0	0	0	0	0	0	0
693.8	48850	0	0	0	0	0	0	0	0	0	0	0	0
693.9	55380	0	0	0	0	0	0	0	0	0	0	0	0
694	68290	0	0	0	0	0	0	0	0	0	0	0	0
694.1	81120	0	0	0	0	0	0	0	0	0	0	0	0
694.2	95180	0	0	0	0	0	0	0	0	0	0	0	0
694.3	108860	0	0	0	0	0	0	0	0	0	0	0	0
694.4	123130	0	0	0	0	0	0	0	0	0	0	0	0
694.5	133620	0	0	0	0	0	0	0	0	0	0	0	0
694.6	137580	0	0	0	0	0	0	0	0	0	0	0	0
694.7	138020	0	0	0	0	0	0	0	0	0	0	0	0
694.8	135780	0	0	0	0	0	0	0	0	0	0	0	0
694.9	125460	0	0	0	0	0	0	0	0	0	0	0	0
695	115450	0	0	0	0	0	0	0	0	0	0	0	0
695.1	106240	0	0	0	0	0	0	0	0	0	0	0	0
695.2	100130	0	0	0	0	0	0	0	0	0	0	0	0
695.3	99010	0	0	0	0	0	0	0	0	0	0	0	0
695.4	103540	0	0	0	0	0	0	0	0	0	0	0	0
695.5	112100	0	0	0	0	0	0	0	0	0	0	0	0
695.6	122780	0	0	0	0	0	0	0	0	0	0	0	0
695.7	147990	0	0	0	0	0	0	0	0	0	0	0	0
695.8	176950	0	0	0	0	0	0	0	0	0	0	0	0
695.9	203770	0	0	0	0	0	0	0	0	0	0	0	0
696	235600	0	0	0	0	0	0	0	0	0	0	0	0
696.1	265930	0	0	0	0	0	0	0	0	0	0	0	0
696.2	294220	0	0	0	0	0	0	0	0	0	0	0	0
696.3	318240	0	0	0	0	0	0	0	0	0	0	0	0
696.4	335110	0	0	0	0	0	0	0	0	0	0	0	0
696.5	339420	0	0	0	0	0	0	0	0	0	0	0	0
696.6	337070	0	0	0	0	0	0	0	0	0	0	0	0
696.7	335770	0	0	0	0	0	0	0	0	0	0	0	0
696.8	330060	0	0	0	0	0	0	0	0	0	0	0	0
696.9	324010	0	0	0	0	0	0	0	0	0	0	0	0
697	315660	0	0	0	0	0	0	0	0	0	0	0	0
697.1	303830	0	0	0	0	0	0	0	0	0	0	0	0
697.2	285070	0	0	0	0	0	0	0	0	0	0	0	0
697.3	265890	0	0	0	0	0	0	0	0	0	0	0	0
697.4	246540	0	0	0	0	0	0	0	0	0	0	0	0
697.5	221080	0	0	0	0	0	0	0	0	0	0	0	0
697.6	194960	0	0	0	0	0	0	0	0	0	0	0	0
697.7	174250	0	0	0	0	0	0	0	0	0	0	0	0
697.8	151970	0	0	0	0	0	0	0	0	0	0	0	0
697.9	136990	0	0	0	0	0	0	0	0	0	0	0	0
698	122950	0	0	0	0	0	0	0	0	0	0	0	0
698.1	108510	0	0	0	0	0	0	0	0	0	0	0	0
698.2	99660	0	0	0	0	0	0	0	0	0	0	0	0
698.3	91210	0	0	0	0	0	0	0	0	0	0	0	0
698.4	82030	0	0	0	0	0	0	0	0	0	0	0	0
698.5	73650	0	0	0	0	0	0	0	0	0	0	0	0
698.6	66140	0	0	0	0	0	0	0	0	0	0	0	0
698.7	59540	0	0	0	0	0	0	0	0	0	0	0	0
698.8	56170	0	0	0	0	0	0	0	0	0	0	0	0
698.9	51210	0	0	0	0	0	0	0	0	0	0	0	0
699	48650	0	0	0	0	0	0	0	0	0	0	0	0
699.1	43770	0	0	0	0	0	0	0	0	0	0	0	0
699.2	43040	0	0	0	0	0	0	0	0	0	0	0	0
699.3	40340	0	0	0	0	0	0	0	0	0	0	0	0
699.4	37870	0	0	0	0	0	0	0	0	0	0	0	0
699.5	37580	0	0	0	0	0	0	0	0	0	0	0	0
699.6	36070	0	0	0	0	0	0	0	0	0	0	0	0
699.7	34810	0	0	0	0	0	0	0	0	0	0	0	0
699.8	36160	0	0	0	0	0	0	0	0	0	0	0	0
699.9	35100	0	0	0	0	0	0	0	0	0	0	0	0
700	34980	0	0	0	0	0	0	0	0	0	0	0	0
700.1	34320	0	0	0	0	0	0	0	0	0	0	0	0
700.2	34920	0	0	0	0	0	0	0	0	0	0	0	0
700.3	35500	0	0	0	0	0	0	0	0	0	0	0	0
700.4	36700	0	0	0	0	0	0	0	0	0	0	0	0
700.5	37380	0	0	0	0	0	0	0	0	0	0	0	0
700.6	38720	0	0	0	0	0	0	0	0	0	0	0	0
700.7	40710	0	0	0	0	0	0	0	0	0	0	0	0
700.8	41260	0	0	0	0	0	0	0	0	0	0	0	0
700.9	41980	0	0	0	0	0	0	0	0	0	0	0	0
701	44630	0	0	0	0	0	0	0	0	0	0	0	0
701.1	45860	0	0	0	0	0	0	0	0	0	0	0	0
701.2	48610	0	0	0	0	0	0	0	0	0	0	0	0
701.3	52000	0	0	0	0	0	0	0	0	0	0	0	0
701.4	52370	0	0	0	0	0	0	0	0	0	0	0	0
701.5	55190	0	0	0	0	0	0	0	0	0	0	0	0
701.6	58800	0	0	0	0	0	0	0	0	0	0	0	0
701.7	61020	0	0	0	0	0	0	0	0	0	0	0	0
701.8	64680	0	0	0	0	0	0	0	0	0	0	0	0
701.9	69450	0	0	0	0	0	0	0	0	0	0	0	0
702	73590	0	0	0	0	0	0	0	0	0	0	0	0
702.1	77680	0	0	0	0	0	0	0	0	0	0	0	0
702.2	86000	0	0	0	0	0	0	0	0	0	0	0	0
702.3	90720	0	0	0	0	0	0	0	0	0	0	0	0
702.4	96930	0	0	0	0	0	0	0	0	0	0	0	0
702.5	103000	0	0	0	0	0	0	0	0	0	0	0	0
702.6	109440	0	0	0	0	0	0	0	0	0	0	0	0
702.7	119380	0	0	0	0	0	0	0	0	0	0	0	0
702.8	126380	0	0	0	0	0	0	0	0	0	0	0	0
702.9	134600	0	0	0	0	0	0	0	0	0	0	0	0
703	144510	0	0	0	0	0	0	0	0	0	0	0	0
703.1	156560	0	0	0	0	0	0	0	0	0	0	0	0
703.2	168080	0	0	0	0	0	0	0	0	0	0	0	0
703.3	179610	0	0	0	0	0	0	0	0	0	0	0	0
703.4	186010	0	0	0	0	0	0	0	0	0	0	0	0
703.5	192210	0	0	0	0	0	0	0	0	0	0	0	0
703.6	195460	0	0	0	0	0	0	0	0	0	0	0	0
703.7	192160	0	0	0	0	0	0	0	0	0	0	0	0
703.8	188800	0	0	0	0	0	0	0	0	0	0	0	0
703.9	180690	0	0	0	0	0	0	0	0	0	0	0	0
704	168150	0	0	0	0	0	0	0	0	0	0	0	0
704.1	152460	0	0	0	0	0	0	0	0	0	0	0	0
704.2	140380	0	0	0	0	0	0	0	0	0	0	0	0
704.3	126460	0	0	0	0	0	0	0	0	0	0	0	0
704.4	114230	0	0	0	0	0	0	0	0	0	0	0	0
704.5	103360	0	0	0	0	0	0	0	0	0	0	0	0
704.6	93110	0	0	0	0	0	0	0	0	0	0	0	0
704.7	83180	0	0	0	0	0	0	0	0	0	0	0	0
704.8	73900	0	0	0	0	0	0	0	0	0	0	0	0
704.9	66050	0	0	0	0	0	0	0	0	0	0	0	0
705	56470	0	0	0	0	0	0	0	0	0	0	0	0
705.1	51760	0	0	0	0	0	0	0	0	0	0	0	0
705.2	46670	0	0	0	0	0	0	0	0	0	0	0	0
705.3	41950	0	0	0	0	0	0	0	0	0	0	0	0
705.4	37450	0	0	0	0	0	0	0	0	0	0	0	0
705.5	33180	0	0	0	0	0	0	0	0	0	0	0	0
705.6	30500	0	0	0	0	0	0	0	0	0	0	0	0
705.7	28080	0	0	0	0	0	0	0	0	0	0	0	0
705.8	25950	0	0	0	0	0	0	0	0	0	0	0	0
705.9	24200	0	0	0	0	0	0	0	0	0	0	0	0
706	22720	0	0	0	0	0	0	0	0	0	0	0	0
706.1	21410	0	0	0	0	0	0	0	0	0	0	0	0
706.2	19820	0	0	0	0	0	0	0	0	0	0	0	0
706.3	19370	0	0	0	0	0	0	0	0	0	0	0	0
706.4	18330	0	0	0	0	0	0	0	0	0	0	0	0
706.5	18140	0	0	0	0	0	0	0	0	0	0	0	0
706.6	17690	0	0	0	0	0	0	0	0	0	0	0	0
706.7	16710	0	0	0	0	0	0	0	0	0	0	0	0
706.8	16020	0	0	0	0	0	0	0	0	0	0	0	0
706.9	15820	0	0	0	0	0	0	0	0	0	0	0	0
707	15440	0	0	0	0	0	0	0	0	0	0	0	0
707.1	14950	0	0	0	0	0	0	0	0	0	0	0	0
707.2	14730	0	0	0	0	0	0	0	0	0	0	0	0
707.3	15270	0	0	0	0	0	0	0	0	0	0	0	0
707.4	15020	0	0	0	0	0	0	0	0	0	0	0	0
707.5	13910	0	0	0	0	0	0	0	0	0	0	0	0
707.6	14850	0	0	0	0	0	0	0	0	0	0	0	0
707.7	14740	0	0	0	0	0	0	0	0	0	0	0	0
707.8	14570	0	0	0	0	0	0	0	0	0	0	0	0
707.9	14350	0	0	0	0	0	0	0	0	0	0	0	0
708	13740	0	0	0	0	0	0	0	0	0	0	0	0
708.1	13710	0	0	0	0	0	0	0	0	0	0	0	0
708.2	14940	0	0	0	0	0	0	0	0	0	0	0	0
